Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!Less than high school graduate:,Margin of Error!!Total:!!Less than high school graduate:,Estimate!!Total:!!Less than high school graduate:!!In labor force:,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Less than high school graduate:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Less than high school graduate:!!Not in labor force,Margin of Error!!Total:!!Less than high school graduate:!!Not in labor force,Estimate!!Total:!!High school graduate (includes equivalency):,Margin of Error!!Total:!!High school graduate (includes equivalency):,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!In Armed Forces,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!High school graduate (includes equivalency):!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!High school graduate (includes equivalency):!!Not in labor force,Margin of Error!!Total:!!High school graduate (includes equivalency):!!Not in labor force,Estimate!!Total:!!Some college or associate's degree:,Margin of Error!!Total:!!Some college or associate's degree:,Estimate!!Total:!!Some college or associate's degree:!!In labor force:,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Some college or associate's degree:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Some college or associate's degree:!!Not in labor force,Margin of Error!!Total:!!Some college or associate's degree:!!Not in labor force,Estimate!!Total:!!Bachelor's degree or higher:,Margin of Error!!Total:!!Bachelor's degree or higher:,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Bachelor's degree or higher:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Bachelor's degree or higher:!!Not in labor force,Margin of Error!!Total:!!Bachelor's degree or higher:!!Not in labor force
ZCTA5 23703,13800,763,899,308,486,207,0,24,486,207,471,215,15,28,413,210,3587,449,2876,386,93,71,2783,378,2728,379,55,72,711,184,5548,604,4615,527,443,185,4172,513,3985,514,187,100,933,197,3766,464,3331,468,243,136,3088,442,3019,446,69,60,435,138
ZCTA5 23704,9579,717,998,219,534,170,0,20,534,170,513,167,21,24,464,133,2999,445,1870,382,189,107,1681,341,1475,329,206,89,1129,243,3675,432,2823,383,296,157,2527,364,2377,344,150,90,852,212,1907,245,1739,242,212,88,1527,226,1471,222,56,43,168,66
ZCTA5 23707,7253,455,779,180,343,116,0,20,343,116,329,113,14,19,436,141,1829,246,1393,235,23,27,1370,231,1214,227,156,105,436,107,3051,345,2388,309,137,89,2251,296,2169,292,82,73,663,165,1594,295,1384,279,26,22,1358,279,1281,240,77,79,210,124
ZCTA5 23708,74,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,31,16,31,16,31,0,13,0,13,0,13,0,13,38,38,38,38,38,38,0,13,0,13,0,13,0,13,20,31,20,31,15,29,5,8,5,8,0,13,0,13
ZCTA5 23709,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23801,2780,309,136,78,62,58,40,58,22,30,22,30,0,18,74,47,324,130,234,112,93,50,141,88,123,86,18,18,90,46,1415,243,1255,228,615,175,640,137,588,127,52,38,160,51,905,180,687,173,318,110,369,134,340,128,29,29,218,90
ZCTA5 23803,20290,947,3084,435,1762,379,0,27,1762,379,1472,317,290,172,1322,236,7472,850,4922,595,0,27,4922,595,4484,592,438,123,2550,530,5812,568,4587,549,123,97,4464,540,4248,539,216,140,1225,202,3922,603,3362,536,252,146,3110,523,2964,503,146,109,560,189
ZCTA5 23805,10210,653,793,192,453,137,0,20,453,137,419,128,34,38,340,115,3436,454,2868,445,42,52,2826,436,2428,417,398,165,568,151,3966,429,3311,405,110,93,3201,393,3053,416,148,97,655,166,2015,331,1759,320,100,48,1659,313,1628,308,31,30,256,99
ZCTA5 23806,23,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,16,11,16,0,13,11,16,11,16,0,13,0,13,12,16,12,16,0,13,12,16,12,16,0,13,0,13
ZCTA5 23821,1158,214,178,65,43,42,0,13,43,42,42,42,1,3,135,52,438,136,236,114,0,13,236,114,232,115,4,7,202,78,318,94,225,87,0,13,225,87,204,83,21,24,93,38,224,119,168,113,0,13,168,113,166,112,2,4,56,39
ZCTA5 23824,2603,326,461,170,123,92,0,18,123,92,123,92,0,18,338,126,1064,197,811,205,0,18,811,205,811,205,0,18,253,126,650,205,546,179,0,18,546,179,542,177,4,12,104,83,428,177,341,150,0,18,341,150,341,150,0,18,87,62
ZCTA5 23827,856,195,68,53,31,16,0,13,31,16,31,16,0,13,37,50,314,152,247,128,0,13,247,128,205,127,42,27,67,56,268,77,219,63,0,13,219,63,210,62,9,12,49,31,206,76,195,78,0,13,195,78,172,72,23,29,11,14
ZCTA5 23828,255,158,12,15,12,15,0,13,12,15,12,15,0,13,0,13,82,53,61,48,0,13,61,48,61,48,0,13,21,25,76,59,61,53,0,13,61,53,47,35,14,22,15,23,85,104,84,104,0,13,84,104,84,104,0,13,1,2
ZCTA5 23829,1724,348,364,117,53,48,0,13,53,48,53,48,0,13,311,116,760,248,141,102,0,13,141,102,141,102,0,13,619,231,420,112,139,69,0,13,139,69,129,65,10,16,281,96,180,87,141,83,0,13,141,83,141,83,0,13,39,24
ZCTA5 23830,729,282,41,44,41,44,0,13,41,44,41,44,0,13,0,13,217,168,138,110,0,13,138,110,138,110,0,13,79,75,234,120,182,103,0,13,182,103,182,103,0,13,52,55,237,151,237,151,0,13,237,151,237,151,0,13,0,13
ZCTA5 23831,19186,1222,1285,417,805,278,0,27,805,278,788,283,17,27,480,234,4607,797,3329,507,0,27,3329,507,3293,506,36,41,1278,466,6040,707,5027,624,121,92,4906,612,4837,612,69,52,1013,286,7254,812,6095,755,132,87,5963,746,5810,753,153,105,1159,304
ZCTA5 23832,20679,1263,1170,301,650,208,0,27,650,208,575,195,75,82,520,180,5029,663,3696,527,0,27,3696,527,3495,508,201,131,1333,366,7285,819,6267,813,10,14,6257,814,5968,776,289,172,1018,241,7195,729,6254,686,41,46,6213,688,6054,664,159,84,941,269
ZCTA5 23833,1413,306,64,48,51,49,0,13,51,49,30,38,21,32,13,16,644,234,465,179,0,13,465,179,426,178,39,58,179,103,572,136,421,113,0,13,421,113,421,113,0,13,151,87,133,76,121,76,0,13,121,76,121,76,0,13,12,15
ZCTA5 23834,13750,727,1090,290,748,243,0,24,748,243,711,240,37,33,342,176,4058,599,3342,564,0,24,3342,564,3173,562,169,104,716,169,4930,506,4115,448,104,85,4011,445,3689,442,322,193,815,182,3672,425,3203,371,52,49,3151,370,3110,367,41,33,469,184
ZCTA5 23836,7187,963,479,345,188,112,0,20,188,112,188,112,0,20,291,272,1545,595,1072,356,0,20,1072,356,1011,351,61,81,473,316,2150,355,1635,304,23,27,1612,301,1539,303,73,61,515,202,3013,525,2610,471,276,245,2334,399,2309,398,25,34,403,149
ZCTA5 23837,2131,319,311,137,190,124,0,13,190,124,178,124,12,22,121,74,596,194,384,146,0,13,384,146,353,146,31,40,212,118,840,195,702,189,0,13,702,189,700,190,2,6,138,70,384,132,373,131,0,13,373,131,369,133,4,6,11,14
ZCTA5 23838,8711,565,391,162,247,125,0,20,247,125,247,125,0,20,144,90,1968,320,1306,270,12,18,1294,267,1258,254,36,41,662,198,2638,393,2235,359,0,20,2235,359,2215,358,20,23,403,146,3714,402,2997,322,14,23,2983,327,2938,326,45,39,717,210
ZCTA5 23839,618,166,33,25,17,19,0,13,17,19,17,19,0,13,16,15,300,112,236,81,0,13,236,81,232,80,4,9,64,72,187,84,140,65,8,12,132,63,132,63,0,13,47,55,98,48,98,48,0,13,98,48,98,48,0,13,0,13
ZCTA5 23840,1191,351,241,199,205,169,0,13,205,169,205,169,0,13,36,53,351,194,276,163,0,13,276,163,263,154,13,28,75,83,474,284,421,276,0,13,421,276,369,246,52,66,53,54,125,92,93,79,0,13,93,79,93,79,0,13,32,38
ZCTA5 23841,1422,409,72,72,70,72,0,13,70,72,70,72,0,13,2,3,601,231,428,190,0,13,428,190,428,190,0,13,173,121,281,167,234,146,0,13,234,146,234,146,0,13,47,54,468,243,414,215,0,13,414,215,365,201,49,71,54,56
ZCTA5 23842,4026,557,363,139,210,102,0,18,210,102,210,102,0,18,153,87,1308,321,1067,287,11,20,1056,287,1033,282,23,37,241,102,1435,325,1093,264,0,18,1093,264,1064,261,29,30,342,164,920,215,744,181,0,18,744,181,715,179,29,40,176,109
ZCTA5 23843,151,61,23,24,20,23,0,13,20,23,20,23,0,13,3,7,59,42,59,42,0,13,59,42,59,42,0,13,0,13,65,39,32,24,0,13,32,24,32,24,0,13,33,28,4,9,4,9,0,13,4,9,4,9,0,13,0,13
ZCTA5 23844,399,184,31,34,20,31,0,13,20,31,20,31,0,13,11,16,123,89,95,81,0,13,95,81,95,81,0,13,28,32,194,157,194,157,0,13,194,157,194,157,0,13,0,13,51,46,51,46,0,13,51,46,51,46,0,13,0,13
ZCTA5 23845,115,127,0,13,0,13,0,13,0,13,0,13,0,13,0,13,108,128,108,128,0,13,108,128,108,128,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,12,7,12,0,13,7,12,7,12,0,13,0,13
ZCTA5 23846,310,108,60,49,36,40,0,13,36,40,36,40,0,13,24,28,175,70,150,67,0,13,150,67,150,67,0,13,25,26,47,31,38,27,0,13,38,27,38,27,0,13,9,15,28,34,28,34,0,13,28,34,28,34,0,13,0,13
ZCTA5 23847,9092,334,1922,339,744,234,0,20,744,234,518,162,226,140,1178,195,3740,378,1441,278,0,20,1441,278,1386,282,55,42,2299,252,2609,300,1734,272,0,20,1734,272,1645,281,89,73,875,180,821,238,611,211,0,20,611,211,611,211,0,20,210,102
ZCTA5 23850,480,186,119,96,70,62,0,13,70,62,70,62,0,13,49,50,125,77,89,54,0,13,89,54,89,54,0,13,36,41,197,118,174,114,0,13,174,114,174,114,0,13,23,36,39,44,39,44,0,13,39,44,39,44,0,13,0,13
ZCTA5 23851,6417,414,761,192,425,164,0,20,425,164,365,161,60,63,336,127,1929,330,1609,334,0,20,1609,334,1575,338,34,45,320,139,2577,399,2053,379,0,20,2053,379,1850,352,203,152,524,228,1150,306,884,275,19,23,865,272,823,269,42,43,266,101
ZCTA5 23856,553,202,112,69,68,61,0,13,68,61,62,60,6,10,44,37,170,109,124,76,0,13,124,76,124,76,0,13,46,52,183,102,168,103,0,13,168,103,159,101,9,14,15,17,88,69,59,60,0,13,59,60,59,60,0,13,29,28
ZCTA5 23857,425,182,65,83,0,13,0,13,0,13,0,13,0,13,65,83,126,112,126,112,0,13,126,112,126,112,0,13,0,13,54,51,30,39,0,13,30,39,30,39,0,13,24,30,180,161,159,152,0,13,159,152,159,152,0,13,21,32
ZCTA5 23860,16867,550,2112,372,851,216,0,27,851,216,756,198,95,102,1261,247,6343,562,3364,474,29,46,3335,469,2939,444,396,191,2979,438,6158,566,4149,463,164,180,3985,464,3800,451,185,120,2009,341,2254,415,1889,387,77,64,1812,368,1784,370,28,29,365,134
ZCTA5 23866,958,197,45,28,24,21,0,13,24,21,24,21,0,13,21,19,262,96,203,83,7,11,196,82,196,82,0,13,59,41,430,141,298,110,0,13,298,110,289,107,9,12,132,63,221,116,211,116,13,19,198,116,198,116,0,13,10,16
ZCTA5 23867,1037,261,99,60,80,59,0,13,80,59,55,46,25,38,19,22,332,131,242,90,0,13,242,90,237,88,5,8,90,62,370,135,282,125,23,35,259,121,255,119,4,7,88,51,236,109,181,89,0,13,181,89,181,89,0,13,55,39
ZCTA5 23868,3815,313,668,162,202,114,0,18,202,114,183,113,19,33,466,108,1597,206,399,123,0,18,399,123,373,120,26,34,1198,179,1163,185,643,165,0,18,643,165,635,163,8,10,520,108,387,145,357,141,0,18,357,141,332,135,25,43,30,22
ZCTA5 23872,1386,316,93,56,51,41,0,13,51,41,51,41,0,13,42,25,584,207,493,200,0,13,493,200,402,198,91,68,91,53,489,272,466,273,0,13,466,273,462,274,4,8,23,19,220,112,194,104,0,13,194,104,194,104,0,13,26,29
ZCTA5 23874,442,103,29,25,24,24,0,13,24,24,24,24,0,13,5,8,121,69,59,34,0,13,59,34,59,34,0,13,62,40,204,81,189,81,0,13,189,81,186,79,3,6,15,12,88,45,76,43,0,13,76,43,76,43,0,13,12,15
ZCTA5 23875,6398,572,508,218,304,155,0,20,304,155,269,136,35,77,204,144,1465,289,1239,291,19,22,1220,291,1220,291,0,20,226,103,2355,438,1962,376,179,117,1783,360,1778,360,5,8,393,167,2070,335,1833,333,93,98,1740,336,1740,336,0,20,237,124
ZCTA5 23876,142,74,16,19,8,15,0,13,8,15,8,15,0,13,8,12,72,50,59,49,0,13,59,49,59,49,0,13,13,23,8,14,8,14,0,13,8,14,8,14,0,13,0,13,46,50,46,50,0,13,46,50,46,50,0,13,0,13
ZCTA5 23878,793,236,96,82,30,25,0,13,30,25,30,25,0,13,66,78,241,99,233,97,0,13,233,97,233,97,0,13,8,14,257,93,229,85,0,13,229,85,209,81,20,26,28,35,199,131,181,128,0,13,181,128,181,128,0,13,18,25
ZCTA5 23879,314,122,52,65,52,65,0,13,52,65,52,65,0,13,0,13,114,79,114,79,0,13,114,79,103,78,11,16,0,13,114,63,81,61,0,13,81,61,81,61,0,13,33,33,34,36,34,36,0,13,34,36,34,36,0,13,0,13
ZCTA5 23881,1084,332,66,55,51,52,0,13,51,52,15,19,36,46,15,22,564,255,351,165,0,13,351,165,313,168,38,45,213,155,280,124,217,110,0,13,217,110,205,106,12,17,63,78,174,93,156,93,21,23,135,89,135,89,0,13,18,23
ZCTA5 23882,826,223,127,94,97,86,0,13,97,86,79,68,18,30,30,37,345,111,235,88,0,13,235,88,235,88,0,13,110,67,188,85,133,73,0,13,133,73,116,69,17,21,55,44,166,93,148,91,0,13,148,91,138,91,10,16,18,24
ZCTA5 23883,1227,201,139,72,69,46,0,13,69,46,69,46,0,13,70,60,382,121,290,108,0,13,290,108,290,108,0,13,92,61,437,124,291,106,0,13,291,106,285,107,6,9,146,71,269,75,226,70,0,13,226,70,226,70,0,13,43,34
ZCTA5 23884,30,32,15,18,0,13,0,13,0,13,0,13,0,13,15,18,9,11,0,13,0,13,0,13,0,13,0,13,9,11,6,9,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23885,1376,273,137,88,64,53,0,13,64,53,64,53,0,13,73,57,486,173,273,147,0,13,273,147,260,143,13,21,213,119,415,117,324,104,0,13,324,104,318,104,6,10,91,57,338,125,303,121,0,13,303,121,303,121,0,13,35,26
ZCTA5 23887,85,78,0,13,0,13,0,13,0,13,0,13,0,13,0,13,42,50,42,50,0,13,42,50,42,50,0,13,0,13,23,31,23,31,0,13,23,31,23,31,0,13,0,13,20,25,0,13,0,13,0,13,0,13,0,13,20,25
ZCTA5 23888,1036,145,84,47,50,30,0,13,50,30,50,30,0,13,34,25,406,127,264,93,0,13,264,93,261,93,3,4,142,73,341,80,299,77,0,13,299,77,273,73,26,21,42,26,205,82,169,86,0,13,169,86,169,86,0,13,36,32
ZCTA5 23889,326,158,145,132,138,132,0,13,138,132,138,132,0,13,7,9,41,43,33,41,0,13,33,41,33,41,0,13,8,12,133,96,70,63,0,13,70,63,70,63,0,13,63,75,7,12,7,12,0,13,7,12,7,12,0,13,0,13
ZCTA5 23890,2286,269,249,91,148,87,0,13,148,87,140,85,8,14,101,49,830,186,584,159,0,13,584,159,560,154,24,30,246,79,649,156,556,125,3,5,553,125,538,119,15,26,93,84,558,150,542,146,2,4,540,148,534,147,6,9,16,16
ZCTA5 23891,1583,176,500,77,0,13,0,13,0,13,0,13,0,13,500,77,833,118,0,13,0,13,0,13,0,13,0,13,833,118,223,60,0,13,0,13,0,13,0,13,0,13,223,60,27,21,0,13,0,13,0,13,0,13,0,13,27,21
ZCTA5 23893,125,122,0,13,0,13,0,13,0,13,0,13,0,13,0,13,43,57,25,42,0,13,25,42,20,30,5,19,18,32,82,103,52,61,0,13,52,61,52,61,0,13,30,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23894,386,175,96,72,66,50,0,13,66,50,66,50,0,13,30,35,171,86,158,80,0,13,158,80,158,80,0,13,13,25,5,12,5,12,0,13,5,12,5,12,0,13,0,13,114,84,114,84,0,13,114,84,114,84,0,13,0,13
ZCTA5 23897,234,119,15,23,0,13,0,13,0,13,0,13,0,13,15,23,84,62,52,42,0,13,52,42,52,42,0,13,32,45,129,83,60,56,0,13,60,56,60,56,0,13,69,63,6,8,6,8,0,13,6,8,5,8,1,3,0,13
ZCTA5 23898,1033,221,47,43,20,22,0,13,20,22,20,22,0,13,27,36,278,108,148,65,0,13,148,65,148,65,0,13,130,84,470,122,390,108,11,17,379,112,379,112,0,13,80,43,238,99,213,89,0,13,213,89,213,89,0,13,25,30
ZCTA5 23899,206,65,5,7,1,3,0,13,1,3,1,3,0,13,4,6,86,33,33,17,0,13,33,17,32,17,1,2,53,23,69,32,45,25,0,13,45,25,45,25,0,13,24,17,46,35,37,27,0,13,37,27,37,27,0,13,9,13
ZCTA5 23901,7458,609,1053,213,419,167,0,20,419,167,367,152,52,52,634,139,2086,333,1254,289,0,20,1254,289,1254,289,0,20,832,166,2106,366,1390,280,0,20,1390,280,1361,278,29,34,716,237,2213,318,1892,288,0,20,1892,288,1885,288,7,12,321,134
ZCTA5 23909,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23915,826,176,128,69,19,22,0,13,19,22,19,22,0,13,109,54,392,135,78,44,0,13,78,44,78,44,0,13,314,117,273,76,76,46,0,13,76,46,76,46,0,13,197,51,33,28,21,23,0,13,21,23,21,23,0,13,12,18
ZCTA5 23917,1589,373,166,107,69,61,0,13,69,61,69,61,0,13,97,68,639,222,397,190,0,13,397,190,397,190,0,13,242,107,477,132,332,105,0,13,332,105,332,105,0,13,145,75,307,128,229,101,0,13,229,101,222,102,7,11,78,65
ZCTA5 23919,966,196,30,28,0,13,0,13,0,13,0,13,0,13,30,28,319,163,243,159,0,13,243,159,243,159,0,13,76,48,349,124,174,72,0,13,174,72,174,72,0,13,175,97,268,91,214,86,0,13,214,86,199,73,15,32,54,32
ZCTA5 23920,1625,273,408,141,287,137,0,13,287,137,215,110,72,83,121,105,531,193,462,174,0,13,462,174,437,164,25,36,69,50,391,134,360,132,0,13,360,132,360,132,0,13,31,31,295,133,288,132,0,13,288,132,211,111,77,72,7,15
ZCTA5 23921,697,208,53,40,28,31,0,13,28,31,7,12,21,29,25,34,319,168,262,164,0,13,262,164,244,161,18,27,57,34,196,93,183,93,0,13,183,93,176,93,7,14,13,20,129,68,62,35,0,13,62,35,62,35,0,13,67,53
ZCTA5 23922,2807,363,591,177,71,55,0,13,71,55,71,55,0,13,520,158,1134,250,329,167,0,13,329,167,298,145,31,43,805,207,821,220,355,175,0,13,355,175,343,171,12,19,466,138,261,124,150,105,0,13,150,105,150,105,0,13,111,75
ZCTA5 23923,1172,247,173,97,41,38,0,13,41,38,41,38,0,13,132,87,472,145,295,115,0,13,295,115,295,115,0,13,177,105,355,149,196,98,0,13,196,98,195,98,1,2,159,118,172,120,168,117,0,13,168,117,168,117,0,13,4,9
ZCTA5 23924,3123,460,427,144,169,90,0,18,169,90,156,90,13,21,258,102,1109,341,753,309,0,18,753,309,753,309,0,18,356,152,942,227,759,213,0,18,759,213,715,219,44,49,183,87,645,293,601,281,0,18,601,281,601,281,0,18,44,36
ZCTA5 23927,1867,373,159,80,70,38,0,13,70,38,63,39,7,12,89,56,287,101,156,62,0,13,156,62,156,62,0,13,131,70,681,199,477,158,0,13,477,158,463,157,14,17,204,119,740,222,620,201,0,13,620,201,602,190,18,28,120,54
ZCTA5 23930,2873,396,272,97,87,57,0,18,87,57,87,57,0,18,185,66,1093,247,642,191,0,18,642,191,563,148,79,90,451,142,906,244,645,197,0,18,645,197,632,195,13,17,261,135,602,195,469,177,0,18,469,177,469,177,0,18,133,75
ZCTA5 23934,216,125,3,6,0,13,0,13,0,13,0,13,0,13,3,6,45,56,31,50,0,13,31,50,31,50,0,13,14,23,128,86,82,72,0,13,82,72,82,72,0,13,46,54,40,42,38,42,0,13,38,42,38,42,0,13,2,4
ZCTA5 23936,4673,387,791,163,206,107,0,18,206,107,206,107,0,18,585,111,2091,261,847,201,0,18,847,201,826,201,21,33,1244,179,1292,210,858,192,0,18,858,192,817,187,41,43,434,98,499,185,464,185,0,18,464,185,446,185,18,28,35,26
ZCTA5 23937,982,224,129,64,35,36,0,13,35,36,35,36,0,13,94,56,494,165,321,120,0,13,321,120,279,115,42,35,173,93,322,100,248,93,0,13,248,93,221,87,27,32,74,39,37,27,32,26,0,13,32,26,32,26,0,13,5,6
ZCTA5 23938,128,73,16,17,16,17,0,13,16,17,16,17,0,13,0,13,27,28,9,16,0,13,9,16,9,16,0,13,18,22,69,58,59,62,0,13,59,62,59,62,0,13,10,15,16,18,16,18,0,13,16,18,16,18,0,13,0,13
ZCTA5 23942,647,221,123,93,123,93,0,13,123,93,123,93,0,13,0,13,148,105,130,99,0,13,130,99,130,99,0,13,18,34,323,164,207,135,0,13,207,135,207,135,0,13,116,65,53,61,46,49,0,13,46,49,46,49,0,13,7,20
ZCTA5 23943,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23944,1340,238,143,63,46,45,0,13,46,45,30,35,16,23,97,54,592,189,363,158,0,13,363,158,341,143,22,25,229,95,365,129,276,103,0,13,276,103,262,100,14,21,89,79,240,82,200,75,4,6,196,74,196,74,0,13,40,38
ZCTA5 23947,1791,357,223,119,46,44,0,13,46,44,46,44,0,13,177,103,684,214,519,189,0,13,519,189,483,176,36,35,165,68,488,152,338,117,0,13,338,117,338,117,0,13,150,93,396,136,323,113,2,4,321,112,297,107,24,34,73,58
ZCTA5 23950,1874,291,438,151,249,114,0,13,249,114,249,114,0,13,189,94,766,199,385,140,0,13,385,140,331,143,54,51,381,125,517,127,419,117,0,13,419,117,409,117,10,16,98,59,153,63,109,55,0,13,109,55,109,55,0,13,44,33
ZCTA5 23952,147,107,0,13,0,13,0,13,0,13,0,13,0,13,0,13,50,49,50,49,0,13,50,49,50,49,0,13,0,13,92,76,46,54,0,13,46,54,46,54,0,13,46,56,5,11,5,11,0,13,5,11,0,13,5,11,0,13
ZCTA5 23954,1068,292,159,121,55,43,0,13,55,43,55,43,0,13,104,118,409,185,179,135,0,13,179,135,179,135,0,13,230,145,395,169,267,120,0,13,267,120,267,120,0,13,128,103,105,69,94,65,0,13,94,65,94,65,0,13,11,21
ZCTA5 23958,1490,307,140,78,44,40,0,13,44,40,44,40,0,13,96,71,631,192,378,143,0,13,378,143,336,119,42,55,253,124,412,134,386,133,0,13,386,133,378,132,8,16,26,21,307,129,233,104,0,13,233,104,193,98,40,32,74,77
ZCTA5 23959,707,182,30,30,27,29,0,13,27,29,27,29,0,13,3,5,153,62,128,60,0,13,128,60,128,60,0,13,25,21,422,160,364,148,0,13,364,148,364,148,0,13,58,54,102,54,81,51,0,13,81,51,81,51,0,13,21,20
ZCTA5 23960,1253,339,113,72,47,49,0,13,47,49,47,49,0,13,66,58,639,258,561,256,0,13,561,256,548,256,13,23,78,53,313,173,298,173,0,13,298,173,298,173,0,13,15,15,188,97,180,97,0,13,180,97,180,97,0,13,8,13
ZCTA5 23962,305,94,50,56,0,13,0,13,0,13,0,13,0,13,50,56,76,58,54,49,0,13,54,49,48,46,6,10,22,26,117,69,61,50,0,13,61,50,30,30,31,31,56,50,62,49,62,49,0,13,62,49,62,49,0,13,0,13
ZCTA5 23963,57,55,16,19,9,15,0,13,9,15,9,15,0,13,7,12,34,48,34,48,0,13,34,48,34,48,0,13,0,13,7,14,7,14,0,13,7,14,7,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
ZCTA5 23964,619,143,112,58,73,43,0,13,73,43,73,43,0,13,39,43,131,77,101,71,0,13,101,71,36,32,65,65,30,24,250,101,192,101,0,13,192,101,192,101,0,13,58,37,126,71,117,73,0,13,117,73,117,73,0,13,9,15
ZCTA5 23966,862,217,41,41,26,36,0,13,26,36,21,28,5,13,15,25,185,97,81,60,0,13,81,60,81,60,0,13,104,72,315,114,273,100,0,13,273,100,273,100,0,13,42,57,321,163,294,158,26,45,268,142,268,142,0,13,27,31
ZCTA5 23967,616,198,58,46,40,41,0,13,40,41,40,41,0,13,18,28,270,119,195,112,0,13,195,112,187,111,8,12,75,66,237,99,175,75,0,13,175,75,175,75,0,13,62,69,51,50,42,47,0,13,42,47,42,47,0,13,9,15
ZCTA5 23968,246,117,51,46,51,46,0,13,51,46,51,46,0,13,0,13,29,36,18,29,0,13,18,29,18,29,0,13,11,21,68,66,48,60,0,13,48,60,48,60,0,13,20,24,98,66,98,66,0,13,98,66,98,66,0,13,0,13
