ZIP,Total in Working Age,Less than high school graduate,Less than high school graduate~In labor force,Less than high school graduate~In labor force~In Armed Forces,Less than high school graduate~In labor force~Civilian,Less than high school graduate~In labor force~Civilian~Employed,Less than high school graduate~In labor force~Civilian~Unemployed,Less than high school graduate~Not in labor force,High school graduate (includes equivalency),High school graduate (includes equivalency)~In labor force,High school graduate (includes equivalency)~In labor force~In Armed Forces,High school graduate (includes equivalency)~In labor force~Civilian,High school graduate (includes equivalency)~In labor force~Civilian~Employed,High school graduate (includes equivalency)~In labor force~Civilian~Unemployed,High school graduate (includes equivalency)~Not in labor force,Some college or associate's degree,Some college or associate's degree~In labor force,Some college or associate's degree~In labor force~In Armed Forces,Some college or associate's degree~In labor force~Civilian,Some college or associate's degree~In labor force~Civilian~Employed,Some college or associate's degree~In labor force~Civilian~Unemployed,Some college or associate's degree~Not in labor force,Bachelor's degree or higher,Bachelor's degree or higher~In labor force,Bachelor's degree or higher~In labor force~In Armed Forces,Bachelor's degree or higher~In labor force~Civilian,Bachelor's degree or higher~In labor force~Civilian~Employed,Bachelor's degree or higher~In labor force~Civilian~Unemployed,Bachelor's degree or higher~Not in labor force
23885,1376,137,64,0,64,64,0,73,486,273,0,273,260,13,213,415,324,0,324,318,6,91,338,303,0,303,303,0,35
23887,85,0,0,0,0,0,0,0,42,42,0,42,42,0,0,23,23,0,23,23,0,0,20,0,0,0,0,0,20
23888,1036,84,50,0,50,50,0,34,406,264,0,264,261,3,142,341,299,0,299,273,26,42,205,169,0,169,169,0,36
23889,326,145,138,0,138,138,0,7,41,33,0,33,33,0,8,133,70,0,70,70,0,63,7,7,0,7,7,0,0
23890,2286,249,148,0,148,140,8,101,830,584,0,584,560,24,246,649,556,3,553,538,15,93,558,542,2,540,534,6,16
23891,1583,500,0,0,0,0,0,500,833,0,0,0,0,0,833,223,0,0,0,0,0,223,27,0,0,0,0,0,27
23893,125,0,0,0,0,0,0,0,43,25,0,25,20,5,18,82,52,0,52,52,0,30,0,0,0,0,0,0,0
23894,386,96,66,0,66,66,0,30,171,158,0,158,158,0,13,5,5,0,5,5,0,0,114,114,0,114,114,0,0
23897,234,15,0,0,0,0,0,15,84,52,0,52,52,0,32,129,60,0,60,60,0,69,6,6,0,6,5,1,0
23898,1033,47,20,0,20,20,0,27,278,148,0,148,148,0,130,470,390,11,379,379,0,80,238,213,0,213,213,0,25
23899,206,5,1,0,1,1,0,4,86,33,0,33,32,1,53,69,45,0,45,45,0,24,46,37,0,37,37,0,9
23901,7458,1053,419,0,419,367,52,634,2086,1254,0,1254,1254,0,832,2106,1390,0,1390,1361,29,716,2213,1892,0,1892,1885,7,321
23909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23915,826,128,19,0,19,19,0,109,392,78,0,78,78,0,314,273,76,0,76,76,0,197,33,21,0,21,21,0,12
23917,1589,166,69,0,69,69,0,97,639,397,0,397,397,0,242,477,332,0,332,332,0,145,307,229,0,229,222,7,78
23919,966,30,0,0,0,0,0,30,319,243,0,243,243,0,76,349,174,0,174,174,0,175,268,214,0,214,199,15,54
23920,1625,408,287,0,287,215,72,121,531,462,0,462,437,25,69,391,360,0,360,360,0,31,295,288,0,288,211,77,7
23921,697,53,28,0,28,7,21,25,319,262,0,262,244,18,57,196,183,0,183,176,7,13,129,62,0,62,62,0,67
23922,2807,591,71,0,71,71,0,520,1134,329,0,329,298,31,805,821,355,0,355,343,12,466,261,150,0,150,150,0,111
23923,1172,173,41,0,41,41,0,132,472,295,0,295,295,0,177,355,196,0,196,195,1,159,172,168,0,168,168,0,4
23924,3123,427,169,0,169,156,13,258,1109,753,0,753,753,0,356,942,759,0,759,715,44,183,645,601,0,601,601,0,44
23927,1867,159,70,0,70,63,7,89,287,156,0,156,156,0,131,681,477,0,477,463,14,204,740,620,0,620,602,18,120
23930,2873,272,87,0,87,87,0,185,1093,642,0,642,563,79,451,906,645,0,645,632,13,261,602,469,0,469,469,0,133
23934,216,3,0,0,0,0,0,3,45,31,0,31,31,0,14,128,82,0,82,82,0,46,40,38,0,38,38,0,2
23936,4673,791,206,0,206,206,0,585,2091,847,0,847,826,21,1244,1292,858,0,858,817,41,434,499,464,0,464,446,18,35
23937,982,129,35,0,35,35,0,94,494,321,0,321,279,42,173,322,248,0,248,221,27,74,37,32,0,32,32,0,5
23938,128,16,16,0,16,16,0,0,27,9,0,9,9,0,18,69,59,0,59,59,0,10,16,16,0,16,16,0,0
23942,647,123,123,0,123,123,0,0,148,130,0,130,130,0,18,323,207,0,207,207,0,116,53,46,0,46,46,0,7
23943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23944,1340,143,46,0,46,30,16,97,592,363,0,363,341,22,229,365,276,0,276,262,14,89,240,200,4,196,196,0,40
23947,1791,223,46,0,46,46,0,177,684,519,0,519,483,36,165,488,338,0,338,338,0,150,396,323,2,321,297,24,73
23950,1874,438,249,0,249,249,0,189,766,385,0,385,331,54,381,517,419,0,419,409,10,98,153,109,0,109,109,0,44
23952,147,0,0,0,0,0,0,0,50,50,0,50,50,0,0,92,46,0,46,46,0,46,5,5,0,5,0,5,0
23954,1068,159,55,0,55,55,0,104,409,179,0,179,179,0,230,395,267,0,267,267,0,128,105,94,0,94,94,0,11
23958,1490,140,44,0,44,44,0,96,631,378,0,378,336,42,253,412,386,0,386,378,8,26,307,233,0,233,193,40,74
23959,707,30,27,0,27,27,0,3,153,128,0,128,128,0,25,422,364,0,364,364,0,58,102,81,0,81,81,0,21
23960,1253,113,47,0,47,47,0,66,639,561,0,561,548,13,78,313,298,0,298,298,0,15,188,180,0,180,180,0,8
23962,305,50,0,0,0,0,0,50,76,54,0,54,48,6,22,117,61,0,61,30,31,56,62,62,0,62,62,0,0
23963,57,16,9,0,9,9,0,7,34,34,0,34,34,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0
23964,619,112,73,0,73,73,0,39,131,101,0,101,36,65,30,250,192,0,192,192,0,58,126,117,0,117,117,0,9
23966,862,41,26,0,26,21,5,15,185,81,0,81,81,0,104,315,273,0,273,273,0,42,321,294,26,268,268,0,27
23967,616,58,40,0,40,40,0,18,270,195,0,195,187,8,75,237,175,0,175,175,0,62,51,42,0,42,42,0,9
23968,246,51,51,0,51,51,0,0,29,18,0,18,18,0,11,68,48,0,48,48,0,20,98,98,0,98,98,0,0
23970,4032,453,214,0,214,165,49,239,1180,897,0,897,874,23,283,1234,987,0,987,947,40,247,1165,1058,0,1058,1039,19,107
23974,3092,568,189,0,189,189,0,379,1494,629,0,629,612,17,865,734,530,0,530,516,14,204,296,252,0,252,252,0,44
23976,19,0,0,0,0,0,0,0,11,0,0,0,0,0,11,8,8,0,8,0,8,0,0,0,0,0,0,0,0
24011,384,6,2,0,2,2,0,4,21,18,0,18,18,0,3,28,18,0,18,18,0,10,329,302,0,302,291,11,27
24012,16230,1970,1195,0,1195,1180,15,775,5915,4544,0,4544,4020,524,1371,5156,4243,0,4243,4073,170,913,3189,2767,18,2749,2722,27,422
24013,4248,704,341,0,341,314,27,363,2000,1246,0,1246,1175,71,754,1051,859,0,859,816,43,192,493,431,0,431,381,50,62
24014,8365,659,348,0,348,287,61,311,2575,1714,0,1714,1648,66,861,2236,1826,0,1826,1682,144,410,2895,2532,0,2532,2498,34,363
24015,8469,313,167,0,167,160,7,146,1811,1475,0,1475,1475,0,336,2712,2269,30,2239,2206,33,443,3633,3324,0,3324,3278,46,309
24016,5131,740,294,0,294,263,31,446,1669,1248,0,1248,1163,85,421,1354,963,0,963,890,73,391,1368,1241,0,1241,1228,13,127
24017,12154,1627,913,0,913,864,49,714,5266,3906,0,3906,3608,298,1360,3308,2635,0,2635,2489,146,673,1953,1782,15,1767,1514,253,171
24018,19645,611,229,0,229,210,19,382,3374,2549,0,2549,2435,114,825,5301,4122,0,4122,4018,104,1179,10359,8920,18,8902,8818,84,1439
24019,14411,527,365,0,365,365,0,162,3944,3182,7,3175,3117,58,762,4743,4068,7,4061,3884,177,675,5197,4367,68,4299,4242,57,830
24020,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,42,42,0,0
24053,1559,365,300,0,300,300,0,65,638,550,0,550,536,14,88,426,256,0,256,233,23,170,130,130,0,130,130,0,0
24054,3426,455,290,0,290,194,96,165,1486,989,0,989,917,72,497,1194,1040,0,1040,907,133,154,291,226,0,226,226,0,65
24055,5655,1004,364,0,364,364,0,640,1611,729,0,729,650,79,882,2159,1511,0,1511,1402,109,648,881,724,0,724,724,0,157
24058,94,23,13,0,13,13,0,10,28,28,0,28,28,0,0,43,43,0,43,43,0,0,0,0,0,0,0,0,0
24059,422,0,0,0,0,0,0,0,80,68,0,68,68,0,12,219,166,0,166,166,0,53,123,108,0,108,108,0,15
24060,19582,663,318,0,318,236,82,345,2756,1895,8,1887,1703,184,861,2893,1821,42,1779,1709,70,1072,13270,11297,51,11246,11036,210,1973
24064,2673,118,74,0,74,68,6,44,858,688,0,688,665,23,170,993,726,0,726,719,7,267,704,664,0,664,664,0,40
24065,3454,191,65,0,65,65,0,126,1273,793,0,793,793,0,480,1148,890,0,890,870,20,258,842,710,0,710,710,0,132
24066,2446,274,116,0,116,116,0,158,982,778,0,778,741,37,204,701,510,0,510,501,9,191,489,410,0,410,410,0,79
24067,1235,26,26,0,26,26,0,0,425,363,0,363,363,0,62,531,500,0,500,500,0,31,253,253,0,253,253,0,0
24069,830,51,24,0,24,24,0,27,311,179,0,179,168,11,132,388,310,0,310,284,26,78,80,80,0,80,80,0,0
24070,987,61,34,0,34,30,4,27,368,293,0,293,293,0,75,368,322,0,322,322,0,46,190,154,0,154,154,0,36
24072,747,36,36,0,36,36,0,0,148,100,0,100,100,0,48,347,293,0,293,293,0,54,216,204,0,204,204,0,12
24073,16836,976,595,0,595,510,85,381,4190,3142,0,3142,3079,63,1048,5097,3622,13,3609,3556,53,1475,6573,5886,14,5872,5828,44,687
24076,673,135,12,0,12,12,0,123,98,98,0,98,86,12,0,341,264,0,264,264,0,77,99,99,0,99,99,0,0
24077,398,0,0,0,0,0,0,0,127,127,0,127,127,0,0,101,86,0,86,86,0,15,170,155,0,155,155,0,15
24078,3577,385,276,0,276,188,88,109,1163,923,0,923,795,128,240,1110,1019,0,1019,930,89,91,919,794,0,794,756,38,125
24079,863,0,0,0,0,0,0,0,465,421,0,421,421,0,44,182,110,0,110,110,0,72,216,147,0,147,147,0,69
24082,249,27,8,0,8,0,8,19,73,45,0,45,34,11,28,77,77,0,77,77,0,0,72,64,0,64,64,0,8
24083,1402,3,0,0,0,0,0,3,284,253,0,253,253,0,31,550,394,0,394,366,28,156,565,487,0,487,461,26,78
24084,6134,524,203,0,203,190,13,321,2326,1102,0,1102,1042,60,1224,2157,1662,0,1662,1602,60,495,1127,908,0,908,891,17,219
24085,1217,60,38,0,38,11,27,22,654,386,0,386,382,4,268,374,276,0,276,276,0,98,129,98,0,98,98,0,31
24086,50,0,0,0,0,0,0,0,20,20,0,20,20,0,0,23,14,0,14,14,0,9,7,7,0,7,7,0,0
24087,2097,354,153,0,153,153,0,201,753,620,0,620,620,0,133,635,540,0,540,540,0,95,355,345,0,345,345,0,10
24088,2056,384,86,0,86,86,0,298,828,548,0,548,490,58,280,488,332,0,332,322,10,156,356,286,0,286,286,0,70
24089,1777,304,69,0,69,69,0,235,784,377,0,377,377,0,407,623,555,0,555,555,0,68,66,0,0,0,0,0,66
24090,2612,90,26,0,26,26,0,64,986,625,0,625,625,0,361,850,692,0,692,692,0,158,686,579,7,572,572,0,107
24091,3804,214,139,0,139,139,0,75,1271,996,0,996,973,23,275,1321,1141,0,1141,1090,51,180,998,650,0,650,650,0,348
24092,1947,97,34,0,34,34,0,63,844,688,0,688,688,0,156,621,482,0,482,418,64,139,385,341,0,341,341,0,44
24093,68,26,15,0,15,15,0,11,18,11,0,11,11,0,7,23,16,0,16,16,0,7,1,1,0,1,1,0,0
24095,2351,143,44,0,44,44,0,99,780,576,0,576,576,0,204,934,730,0,730,677,53,204,494,455,0,455,441,14,39
24101,3341,205,94,0,94,86,8,111,1325,964,0,964,964,0,361,1054,801,0,801,749,52,253,757,583,0,583,564,19,174
24102,749,87,65,0,65,65,0,22,190,118,0,118,118,0,72,158,112,0,112,88,24,46,314,253,0,253,235,18,61
24104,1584,42,24,0,24,24,0,18,614,388,0,388,388,0,226,479,347,0,347,347,0,132,449,370,0,370,354,16,79
24105,226,0,0,0,0,0,0,0,120,120,0,120,120,0,0,90,43,0,43,43,0,47,16,0,0,0,0,0,16
24112,14199,1930,872,0,872,824,48,1058,4349,3236,0,3236,3081,155,1113,5151,3850,0,3850,3693,157,1301,2769,2321,0,2321,2313,8,448
24120,680,63,25,0,25,25,0,38,336,211,0,211,211,0,125,178,153,0,153,153,0,25,103,72,0,72,72,0,31
24121,4779,348,215,0,215,215,0,133,1700,1028,0,1028,996,32,672,1504,1100,0,1100,1091,9,404,1227,910,0,910,910,0,317
24122,899,92,37,0,37,20,17,55,475,336,0,336,318,18,139,257,199,0,199,199,0,58,75,59,0,59,59,0,16
24124,2193,199,156,0,156,153,3,43,827,625,0,625,568,57,202,832,606,0,606,580,26,226,335,246,7,239,228,11,89
24127,2202,158,31,0,31,16,15,127,1010,826,0,826,826,0,184,666,360,0,360,360,0,306,368,329,0,329,329,0,39
24128,1046,29,7,0,7,7,0,22,403,211,0,211,197,14,192,265,245,0,245,245,0,20,349,329,0,329,323,6,20
24131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24132,124,45,0,0,0,0,0,45,16,16,0,16,16,0,0,8,6,0,6,6,0,2,55,55,0,55,55,0,0
24133,997,184,84,0,84,84,0,100,335,282,0,282,282,0,53,373,283,0,283,283,0,90,105,89,0,89,89,0,16
24134,2663,265,119,0,119,80,39,146,783,614,0,614,549,65,169,1060,836,0,836,817,19,224,555,454,0,454,439,15,101
24136,1686,135,69,0,69,58,11,66,678,497,0,497,497,0,181,456,381,0,381,381,0,75,417,372,0,372,372,0,45
24137,1486,118,65,0,65,65,0,53,508,381,0,381,381,0,127,605,526,0,526,526,0,79,255,185,0,185,185,0,70
24138,1056,53,23,0,23,23,0,30,382,339,0,339,339,0,43,425,209,0,209,209,0,216,196,144,0,144,144,0,52
24139,142,27,14,0,14,14,0,13,47,19,0,19,19,0,28,68,47,0,47,47,0,21,0,0,0,0,0,0,0
24141,10702,691,419,0,419,388,31,272,2333,1385,0,1385,1315,70,948,3241,2560,0,2560,2441,119,681,4437,3862,11,3851,3619,232,575
24142,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0
24147,631,21,5,0,5,5,0,16,211,164,0,164,161,3,47,222,178,0,178,171,7,44,177,175,0,175,175,0,2
24148,4170,458,193,0,193,177,16,265,1402,730,0,730,699,31,672,1477,1098,0,1098,1067,31,379,833,709,0,709,709,0,124
24149,2125,80,51,0,51,51,0,29,754,480,0,480,480,0,274,720,618,0,618,566,52,102,571,459,0,459,439,20,112
24150,538,53,43,0,43,0,43,10,22,6,0,6,6,0,16,349,328,0,328,328,0,21,114,96,0,96,96,0,18
24151,10124,1051,380,0,380,313,67,671,3704,2604,0,2604,2328,276,1100,3430,2579,0,2579,2501,78,851,1939,1788,0,1788,1788,0,151
24153,19075,1530,923,0,923,815,108,607,5289,3504,0,3504,3400,104,1785,6557,5204,240,4964,4729,235,1353,5699,5120,4,5116,5039,77,579
24161,180,58,0,0,0,0,0,58,62,57,0,57,57,0,5,47,36,0,36,36,0,11,13,13,0,13,13,0,0
24162,1621,142,142,0,142,142,0,0,820,303,0,303,292,11,517,516,497,0,497,497,0,19,143,44,0,44,44,0,99
24165,655,78,7,0,7,7,0,71,288,160,0,160,141,19,128,251,176,0,176,153,23,75,38,25,0,25,25,0,13
24167,87,0,0,0,0,0,0,0,78,67,0,67,67,0,11,9,9,0,9,9,0,0,0,0,0,0,0,0,0
24168,120,75,0,0,0,0,0,75,28,28,0,28,28,0,0,17,17,0,17,17,0,0,0,0,0,0,0,0,0
24171,4114,310,134,0,134,124,10,176,1704,1086,0,1086,1043,43,618,1471,1190,0,1190,1110,80,281,629,572,0,572,559,13,57
24174,1792,261,191,0,191,191,0,70,835,588,0,588,542,46,247,552,327,0,327,327,0,225,144,124,0,124,124,0,20
24175,4302,169,70,0,70,70,0,99,1257,1054,0,1054,1048,6,203,1547,1266,0,1266,1266,0,281,1329,1121,0,1121,1106,15,208
24176,582,0,0,0,0,0,0,0,112,76,0,76,68,8,36,201,136,0,136,126,10,65,269,172,0,172,172,0,97
24179,9186,601,358,0,358,358,0,243,2923,2070,0,2070,1966,104,853,3428,2840,0,2840,2789,51,588,2234,2003,0,2003,1986,17,231
24184,1872,75,34,0,34,34,0,41,766,514,0,514,496,18,252,707,564,21,543,543,0,143,324,283,0,283,255,28,41
24185,441,14,0,0,0,0,0,14,0,0,0,0,0,0,0,357,357,0,357,357,0,0,70,70,0,70,70,0,0
24201,7874,1115,505,0,505,412,93,610,2221,1503,0,1503,1371,132,718,2580,1844,0,1844,1773,71,736,1958,1745,0,1745,1745,0,213
24202,6831,322,173,0,173,173,0,149,2986,2154,0,2154,2095,59,832,2335,1879,0,1879,1856,23,456,1188,1004,0,1004,1004,0,184
24210,8465,930,303,0,303,259,44,627,2733,1586,0,1586,1516,70,1147,2311,1654,12,1642,1551,91,657,2491,2179,0,2179,2147,32,312
24211,5484,320,193,0,193,164,29,127,1442,997,0,997,984,13,445,1730,1241,0,1241,1163,78,489,1992,1667,0,1667,1634,33,325
24216,1219,253,35,0,35,25,10,218,388,180,0,180,145,35,208,432,214,0,214,213,1,218,146,125,0,125,125,0,21
24217,88,17,0,0,0,0,0,17,30,12,0,12,12,0,18,32,32,0,32,20,12,0,9,9,0,9,9,0,0
24219,6808,1139,165,0,165,165,0,974,1877,916,0,916,843,73,961,2684,1637,0,1637,1563,74,1047,1108,923,0,923,907,16,185
24220,628,29,0,0,0,0,0,29,170,74,0,74,74,0,96,346,286,0,286,286,0,60,83,75,0,75,75,0,8
24221,247,6,6,0,6,6,0,0,57,20,0,20,20,0,37,123,77,0,77,77,0,46,61,52,0,52,52,0,9
24224,2928,484,160,0,160,160,0,324,1148,466,0,466,439,27,682,1018,638,0,638,621,17,380,278,195,0,195,195,0,83
24225,1108,197,49,0,49,48,1,148,422,107,0,107,75,32,315,441,244,0,244,220,24,197,48,48,0,48,36,12,0
24226,766,87,9,0,9,9,0,78,298,196,1,195,195,0,102,325,137,0,137,137,0,188,56,52,0,52,52,0,4
24228,3227,419,166,0,166,159,7,253,1064,441,0,441,412,29,623,1232,668,0,668,626,42,564,512,483,0,483,475,8,29
24230,3828,774,194,0,194,170,24,580,1128,670,0,670,617,53,458,1254,816,0,816,755,61,438,672,434,0,434,428,6,238
24236,1490,229,65,0,65,65,0,164,539,254,0,254,239,15,285,373,313,0,313,299,14,60,349,249,0,249,249,0,100
24237,448,126,14,0,14,0,14,112,203,62,0,62,38,24,141,90,68,0,68,68,0,22,29,10,0,10,10,0,19
24239,63,16,0,0,0,0,0,16,47,47,0,47,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24243,939,36,0,0,0,0,0,36,344,217,0,217,217,0,127,506,344,0,344,344,0,162,53,31,0,31,31,0,22
24244,3200,543,129,0,129,129,0,414,1124,423,0,423,389,34,701,1102,796,0,796,759,37,306,431,331,0,331,331,0,100
24245,449,66,18,0,18,18,0,48,152,81,0,81,81,0,71,203,149,0,149,149,0,54,28,24,0,24,24,0,4
24246,163,46,0,0,0,0,0,46,74,74,0,74,0,74,0,43,43,0,43,43,0,0,0,0,0,0,0,0,0
24248,1171,271,90,0,90,90,0,181,437,263,0,263,263,0,174,309,168,0,168,168,0,141,154,154,0,154,120,34,0
24250,643,148,50,0,50,50,0,98,278,154,0,154,154,0,124,196,119,0,119,97,22,77,21,13,0,13,13,0,8
24251,3825,271,80,0,80,67,13,191,1548,1050,0,1050,1045,5,498,1196,872,23,849,823,26,324,810,676,24,652,645,7,134
24256,1877,385,59,0,59,56,3,326,864,345,0,345,294,51,519,512,253,0,253,231,22,259,116,112,0,112,97,15,4
24258,819,75,18,0,18,18,0,57,298,125,0,125,125,0,173,331,265,0,265,248,17,66,115,89,0,89,78,11,26
24260,2422,425,116,0,116,78,38,309,926,310,0,310,309,1,616,783,395,0,395,373,22,388,288,178,0,178,178,0,110
24263,2856,421,113,0,113,113,0,308,932,319,0,319,261,58,613,1082,876,0,876,646,230,206,421,361,0,361,351,10,60
24265,747,122,9,0,9,0,9,113,289,75,0,75,75,0,214,306,21,0,21,21,0,285,30,7,0,7,7,0,23
24266,4840,424,90,0,90,51,39,334,1988,835,0,835,798,37,1153,1783,1395,0,1395,1328,67,388,645,523,0,523,512,11,122
24269,261,98,24,0,24,24,0,74,115,79,0,79,79,0,36,48,32,0,32,32,0,16,0,0,0,0,0,0,0
24270,332,21,0,0,0,0,0,21,191,104,0,104,104,0,87,85,85,0,85,85,0,0,35,29,0,29,29,0,6
24271,1238,218,138,0,138,138,0,80,459,257,0,257,251,6,202,418,264,4,260,260,0,154,143,107,0,107,106,1,36
24272,177,20,0,0,0,0,0,20,116,49,0,49,49,0,67,40,13,0,13,13,0,27,1,1,0,1,1,0,0
24273,3101,503,161,0,161,137,24,342,951,628,0,628,496,132,323,1100,885,0,885,839,46,215,547,440,0,440,440,0,107
24277,4048,1048,190,0,190,165,25,858,1546,630,0,630,611,19,916,1176,539,0,539,530,9,637,278,182,0,182,182,0,96
24279,3184,763,267,0,267,190,77,496,1437,652,0,652,567,85,785,729,360,0,360,349,11,369,255,168,0,168,168,0,87
24280,536,45,45,0,45,45,0,0,195,140,0,140,138,2,55,194,128,0,128,128,0,66,102,102,0,102,102,0,0
24281,1195,152,53,0,53,53,0,99,460,229,0,229,229,0,231,386,386,0,386,386,0,0,197,177,0,177,177,0,20
24282,377,128,38,0,38,35,3,90,101,37,0,37,33,4,64,140,45,0,45,25,20,95,8,0,0,0,0,0,8
24283,1004,119,44,0,44,26,18,75,328,165,0,165,133,32,163,388,228,0,228,199,29,160,169,114,0,114,114,0,55
24290,1092,139,79,0,79,58,21,60,381,235,0,235,227,8,146,371,319,0,319,300,19,52,201,156,0,156,153,3,45
24292,170,19,0,0,0,0,0,19,113,78,0,78,78,0,35,26,10,0,10,10,0,16,12,12,0,12,12,0,0
24293,4781,652,361,0,361,285,76,291,1416,665,0,665,566,99,751,1548,1041,2,1039,1017,22,507,1165,1020,0,1020,1020,0,145
24301,7098,671,291,0,291,241,50,380,2436,1614,0,1614,1503,111,822,2930,2425,31,2394,2311,83,505,1061,945,0,945,925,20,116
24311,827,77,14,0,14,14,0,63,266,157,0,157,146,11,109,386,298,0,298,298,0,88,98,82,0,82,82,0,16
24312,1151,284,82,0,82,82,0,202,312,144,0,144,132,12,168,424,301,0,301,288,13,123,131,125,0,125,125,0,6
24313,399,44,20,0,20,20,0,24,254,254,0,254,226,28,0,74,74,0,74,74,0,0,27,27,0,27,27,0,0
24314,669,58,39,0,39,39,0,19,240,148,0,148,127,21,92,224,157,0,157,139,18,67,147,127,0,127,127,0,20
24315,2159,122,6,0,6,0,6,116,1126,396,0,396,372,24,730,669,465,0,465,465,0,204,242,206,0,206,206,0,36
24316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24317,2486,478,271,0,271,271,0,207,946,487,11,476,440,36,459,736,699,0,699,699,0,37,326,282,0,282,270,12,44
24318,248,24,12,0,12,12,0,12,119,91,0,91,91,0,28,80,65,0,65,65,0,15,25,25,0,25,25,0,0
24319,3356,311,91,0,91,89,2,220,1284,822,0,822,750,72,462,1086,733,0,733,733,0,353,675,535,0,535,521,14,140
24322,17,8,0,0,0,0,0,8,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24323,487,44,30,0,30,30,0,14,150,118,0,118,118,0,32,230,152,0,152,152,0,78,63,63,0,63,63,0,0
24324,1405,31,23,0,23,23,0,8,429,319,0,319,319,0,110,739,613,0,613,613,0,126,206,195,0,195,195,0,11
24325,512,66,15,0,15,15,0,51,178,63,0,63,63,0,115,161,96,0,96,96,0,65,107,107,0,107,107,0,0
24326,388,28,15,0,15,15,0,13,136,94,0,94,94,0,42,137,107,0,107,107,0,30,87,59,0,59,59,0,28
24328,819,106,93,0,93,61,32,13,142,76,0,76,76,0,66,459,272,0,272,272,0,187,112,71,0,71,71,0,41
24330,1497,303,170,0,170,139,31,133,556,304,0,304,278,26,252,477,315,0,315,308,7,162,161,150,0,150,150,0,11
24333,8595,1478,748,0,748,742,6,730,2496,1741,0,1741,1715,26,755,3112,2582,0,2582,2439,143,530,1509,1247,17,1230,1205,25,262
24340,2889,374,177,0,177,177,0,197,1016,709,0,709,684,25,307,831,570,0,570,513,57,261,668,550,0,550,545,5,118
24343,4485,555,190,0,190,189,1,365,2003,1499,0,1499,1451,48,504,1218,907,0,907,904,3,311,709,574,0,574,568,6,135
24347,721,33,0,0,0,0,0,33,286,187,0,187,171,16,99,331,281,0,281,281,0,50,71,71,0,71,71,0,0
24348,2711,496,134,0,134,134,0,362,1189,588,0,588,541,47,601,668,396,0,396,387,9,272,358,313,0,313,301,12,45
24350,721,177,100,0,100,93,7,77,310,114,0,114,104,10,196,192,104,0,104,104,0,88,42,33,0,33,33,0,9
24351,69,23,0,0,0,0,0,23,20,12,0,12,12,0,8,26,26,0,26,26,0,0,0,0,0,0,0,0,0
24352,654,86,36,0,36,36,0,50,124,49,0,49,49,0,75,212,212,0,212,212,0,0,232,228,0,228,228,0,4
24354,7439,734,238,0,238,230,8,496,2815,1593,0,1593,1544,49,1222,2652,1950,0,1950,1830,120,702,1238,975,0,975,975,0,263
24360,3128,218,69,0,69,69,0,149,1187,899,0,899,874,25,288,896,759,0,759,701,58,137,827,704,0,704,704,0,123
24361,2446,352,115,0,115,100,15,237,823,494,0,494,454,40,329,773,592,0,592,564,28,181,498,355,0,355,329,26,143
24363,708,76,34,0,34,34,0,42,173,131,0,131,123,8,42,306,286,0,286,281,5,20,153,96,0,96,96,0,57
24366,308,13,0,0,0,0,0,13,131,111,0,111,111,0,20,109,67,0,67,67,0,42,55,46,0,46,46,0,9
24368,3020,239,140,0,140,132,8,99,1323,1051,0,1051,1020,31,272,994,790,0,790,707,83,204,464,399,0,399,399,0,65
24370,3042,485,144,0,144,144,0,341,1211,748,0,748,679,69,463,920,588,0,588,531,57,332,426,389,0,389,389,0,37
24374,468,9,0,0,0,0,0,9,241,150,0,150,150,0,91,149,127,0,127,127,0,22,69,69,0,69,69,0,0
24375,881,132,64,0,64,64,0,68,278,174,0,174,174,0,104,440,320,0,320,320,0,120,31,31,0,31,31,0,0
24377,239,9,9,0,9,9,0,0,150,69,0,69,69,0,81,80,58,0,58,58,0,22,0,0,0,0,0,0,0
24378,477,54,31,0,31,31,0,23,209,166,0,166,166,0,43,179,126,0,126,126,0,53,35,31,0,31,31,0,4
24380,1251,156,122,0,122,90,32,34,584,449,0,449,405,44,135,257,169,0,169,169,0,88,254,254,14,240,240,0,0
24381,1675,123,68,0,68,68,0,55,851,712,0,712,695,17,139,441,368,0,368,368,0,73,260,245,0,245,245,0,15
24382,6881,708,456,0,456,431,25,252,2563,1575,0,1575,1514,61,988,2085,1706,0,1706,1662,44,379,1525,1237,0,1237,1224,13,288
24401,17782,1345,805,0,805,774,31,540,5237,3947,0,3947,3821,126,1290,5717,4602,4,4598,4439,159,1115,5483,4753,0,4753,4667,86,730
